,gene,gene_length(kb),0h_no_dox_1,0h_no_dox_11,0h_no_dox_12,0h_no_dox_2,12h_is_dox_5,12h_is_dox_6,12h_no_dox_3,12h_no_dox_4,24h_is_dox_10,24h_is_dox_13,24h_is_dox_14,24h_is_dox_17,24h_is_dox_18,24h_is_dox_19,24h_is_dox_20,24h_is_dox_9,24h_no_dox_15,24h_no_dox_16,24h_no_dox_7,24h_no_dox_8
244,1700001G17Rik,0.889,0,5,3,6,8,5,16,4,2,10,5,2,3,12,4,27,5,6,27,8
245,Gm32229,0.415,1,4,2,6,7,6,4,2,2,2,0,1,0,2,2,8,0,0,4,0
246,Rab23,4.728,1137,942,1076,1188,2300,1195,2839,1125,708,878,909,1091,1213,861,758,2614,1138,946,2116,786
247,Bag2,1.815,354,383,132,457,914,591,1062,619,473,749,406,498,660,546,431,1570,343,383,1165,543
248,Zfp451,9.158,1573,1282,1228,1727,3247,1608,3659,1865,874,1056,1131,1439,1501,1207,973,3459,1540,1430,3208,1247
249,Gm15455,3.016,9,10,10,6,11,3,5,7,2,6,5,2,4,2,6,5,6,4,4,3
250,Bend6,2.592,28,24,14,45,109,66,138,71,85,100,38,60,81,85,63,359,26,24,142,52
251,Gm38471,1.199,2,0,0,2,1,2,4,1,2,2,0,1,3,2,2,4,0,1,3,1
252,Dst,41.151,5187,2851,4808,6484,9139,4402,15048,6446,2583,2058,2579,2684,2920,1709,1772,7267,5827,4339,11741,5016
253,Gm53546,3.456,2,2,0,5,12,3,4,1,0,0,6,2,5,5,0,4,3,1,4,1
254,Gm23792,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Mir6896,0.073,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
256,Gm51742,4.238,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,2,2,3,2,0
257,Gm26788,1.654,1,0,2,0,2,1,0,0,0,1,0,1,1,0,0,2,2,1,0,0
258,Gm3052,7.702,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
259,Gm37233,8.209,4,0,7,0,4,6,2,0,2,4,3,3,1,5,3,15,6,3,10,6
260,Mir5103,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,n-TEttc1,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Ccdc115,1.705,578,741,590,686,1151,600,1370,606,326,547,415,442,589,469,393,992,593,627,939,436
263,Imp4,5.928,2902,2649,2859,3345,6451,3073,7975,3378,1766,2124,2115,2412,3208,2173,2210,6846,2964,2686,6528,2372
264,Gm32504,0.584,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,1,0
265,Ptpn18,1.665,64,67,43,70,99,54,154,64,35,39,29,16,29,31,46,124,46,33,160,62
266,Gm28417,1.368,2,4,4,3,11,3,15,8,1,0,0,3,0,3,0,11,3,4,18,3
267,4930568A12Rik,1.54,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,2,0,2,2,1
268,Gm32566,0.777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,Prss39,1.33,0,1,3,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
270,Cfc1,1.038,3,4,3,11,28,23,71,26,74,55,13,9,23,35,11,414,11,2,567,124
271,Prss40,2.409,0,0,2,0,2,0,2,2,3,0,3,1,0,3,1,12,1,2,13,3
272,Gm28419,0.498,0,0,0,0,1,0,6,3,1,2,1,0,0,2,0,23,0,0,27,1
273,Amer3,5.161,5,6,3,12,8,12,37,17,57,38,31,21,28,56,21,208,18,14,353,78
274,AA619741,2.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
275,Gm38647,2.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Arhgef4,6.78,42,19,81,33,35,17,95,28,4,15,19,13,14,12,10,26,64,51,49,18
277,Gm32920,5.334,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,3,0,0,1,0
278,Gm51813,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Gm32790,26.134,5,4,4,6,14,2,16,5,6,8,13,16,10,12,5,26,8,4,25,5
280,Smim39,2.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Fam168b,5.035,3975,3161,2846,4861,8751,5532,10556,5644,3676,4657,3779,4965,5823,4533,3775,11134,4913,4636,10275,4449
282,Plekhb2,6.482,210,206,179,214,324,207,694,292,147,165,105,136,167,214,111,482,327,235,687,281
283,Gm19430,2.814,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
284,Gm53547,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Gm25096,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Gm25634,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1110002O04Rik,0.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Gm33176,0.599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
289,Gm39622,0.504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
290,Gm33222,1.928,1,7,5,8,8,0,8,1,0,1,4,1,0,0,1,2,2,2,0,0
291,Gm39623,0.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Gm39624,2.317,0,1,2,0,1,2,2,2,1,0,0,0,0,1,0,2,0,1,0,1
293,Hs6st1,3.719,1193,1324,1061,1556,1769,858,2284,1215,694,965,436,434,556,700,559,1694,831,674,1711,789
294,Gm53548,19.894,46,13,25,36,142,9,170,39,16,13,7,11,16,8,7,183,29,7,125,14
295,Gm33280,4.124,2,4,1,4,10,7,14,4,8,16,9,8,18,9,6,48,2,2,11,5
296,Uggt1,9.053,2814,2321,2502,3400,6675,3457,7782,3771,1774,2184,2485,2822,3051,2466,1969,6642,3255,2773,6774,2803
297,Mir6897,0.062,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
298,Gm39625,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Neurl3,2.968,1,5,2,2,2,1,4,6,1,12,2,2,3,1,2,14,1,2,7,3
300,Arid5a,5.876,22,18,43,26,45,28,49,25,18,29,14,20,46,27,25,75,39,17,31,17
301,Kansl3,7.988,1336,1143,932,1636,3001,1716,3830,1674,1116,1358,1278,1412,1757,1606,1276,4305,1706,1465,3792,1530
302,Mir6898,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
303,Fer1l5,7.748,1,0,0,2,1,0,3,0,2,4,1,1,3,0,0,11,0,1,3,0
304,Lman2l,6.283,423,427,347,581,1141,657,1533,671,504,656,448,608,723,621,481,1795,676,638,1704,720
305,Gm33401,0.445,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0
306,Gm33454,2.881,2,2,2,5,2,0,3,3,1,0,2,3,3,1,1,5,1,0,7,2
307,Cnnm4,4.582,336,368,228,517,775,511,912,534,278,399,335,323,483,411,325,746,496,357,793,403
308,Cnnm3,5.292,1373,1187,969,1572,2036,1241,3089,1723,719,939,817,820,1105,1009,758,1928,1519,1327,2629,1248
309,Ankrd23,2.61,81,81,90,93,315,93,374,92,70,109,89,88,144,155,102,462,125,111,398,77
310,Ankrd39,2.05,127,144,103,162,369,126,428,141,71,104,81,54,134,108,110,422,101,107,419,121
311,Sema4c,7.688,773,820,454,990,3202,1825,2646,1152,1151,1784,1600,1591,2195,2040,1676,3798,1120,1059,3199,1264
312,Fam178b,3.386,109,132,206,152,145,34,122,51,10,14,50,31,83,29,59,43,73,63,34,15
313,Cox5b,0.569,2573,3889,2367,3583,6318,3542,7442,3646,1684,3169,2191,1508,2204,1839,2794,6987,2050,1928,5701,2542
314,Actr1b,3.882,2945,3288,2619,3658,7077,4019,8586,4124,2252,3713,3287,3282,4169,3823,3279,7081,3822,3517,7267,3324
315,4933424G06Rik,1.782,0,1,1,2,4,3,6,1,0,1,0,1,2,0,0,1,3,0,4,1
316,Gm33533,5.286,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,1
317,Zap70,2.686,12,10,26,13,9,10,12,4,1,4,2,3,6,2,5,5,9,6,7,1
318,Tmem131,7.278,5334,4107,4863,5886,7626,5065,9864,6133,2471,3257,3534,3507,3897,2957,2714,5814,5224,4209,7550,4002
319,n-R5s210,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Vwa3b,6.34,8,11,39,6,4,1,2,3,0,1,0,1,2,1,6,1,4,2,3,0
321,Gm37020,2.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Cnga3,4.207,26,20,75,33,31,11,26,22,1,0,6,8,9,3,17,4,12,10,8,6
323,Inpp4a,9.52,161,130,91,177,400,218,537,221,209,325,180,218,277,240,167,826,216,192,684,209
324,4930439A04Rik,6.444,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
325,Coa5,3.862,2319,2079,1760,2479,5120,2931,6516,3093,1844,2708,2036,2464,2621,2178,1814,6914,2498,2281,5745,2385
326,Unc50,1.308,529,555,395,676,1314,718,1716,795,396,675,434,600,665,499,475,2045,588,593,1676,607
327,Mgat4a,10.018,317,240,148,410,644,316,956,418,221,272,184,314,337,143,174,969,248,208,722,259
328,4930594C11Rik,2.755,0,1,0,4,5,0,5,0,1,1,0,3,3,1,0,1,1,1,1,0
329,Gm39627,0.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Cracdl,5.831,29,18,12,31,50,44,47,32,13,15,8,10,20,14,29,25,22,16,90,50
331,4930556I23Rik,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,4930470B04Rik,3.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
333,Gm39628,5.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
334,Tsga10,12.652,47,39,33,53,102,39,161,67,53,69,44,59,68,37,33,274,44,31,177,52
335,Lipt1,2.267,138,90,92,138,272,106,373,122,50,86,91,96,96,80,82,249,131,110,306,121
336,Mitd1,2.476,309,313,304,318,658,332,865,388,190,323,233,364,393,249,237,992,347,327,780,258
337,Mrpl30,2.36,919,1293,981,1224,2449,1175,2905,1165,604,1137,886,1014,1175,721,848,2980,994,982,2332,810
338,Lyg2,2.564,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
339,Lyg1,0.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
340,Txndc9,6.315,1534,1848,1483,1747,3876,1884,4647,2197,1056,1917,1539,2087,2297,1329,1372,4674,1971,1882,4304,1359
341,Eif5b,7.797,5060,5083,4204,5588,12732,6108,15110,6949,3190,5781,4599,6013,6212,4204,3481,13639,5861,5491,13668,4711
342,Gm34448,2.678,0,0,0,2,2,0,3,1,1,0,1,0,0,0,0,6,3,0,1,0
343,Rev1,12.644,1774,1086,1673,1702,2883,1166,4350,1507,642,826,906,966,1099,1048,729,3287,1449,1183,2846,816
344,Gm5099,1.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
345,Aff3,11.99,1511,1107,1004,1796,2174,1628,1873,1273,1220,1441,912,1097,1413,1142,860,2716,812,731,1181,654
346,Gm16150,28.114,10,1,17,7,33,6,26,9,8,1,6,6,4,0,2,53,9,6,14,5
347,Gm16152,1.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
348,Gm34596,6.152,5,4,5,5,12,2,17,1,4,9,4,4,6,2,3,38,3,3,7,0
349,Gm57569,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Lonrf2,6.884,17,13,20,30,23,10,28,13,15,12,1,8,10,9,6,54,4,2,22,20
351,Chst10,3.248,183,153,165,210,190,149,240,116,147,110,118,133,181,139,124,444,65,52,127,60
352,Nms,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Gm35171,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Pdcl3,1.706,984,974,697,1100,2766,1231,3223,1323,749,1230,867,1374,1446,1040,941,3575,1212,1103,2807,971
355,Gm35222,0.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Mir6349,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,Npas2,4.258,3,3,3,6,5,5,12,3,2,9,1,2,7,0,3,25,0,1,11,2
358,Gm53549,0.608,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0
359,Rpl31,1.199,8285,17197,10689,9997,20611,10684,27234,11675,6246,18191,11399,13823,16657,11430,12455,23882,15700,13669,21556,7912
360,Tbc1d8,7.895,110,102,256,132,198,104,291,144,78,69,137,97,102,90,106,259,174,104,307,124
361,Gm24826,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Gm53550,4.643,4,1,5,1,17,3,20,6,3,3,2,6,8,6,6,45,5,5,39,4
363,Cnot11,3.271,1489,1753,1079,1555,2945,1554,4079,2037,875,1454,1276,1486,1538,1288,1037,3571,1971,1810,3980,1463
364,Snord89,0.094,13,6,4,5,28,16,33,12,9,4,4,12,13,14,11,76,17,10,44,10
365,Rnf149,7.49,1121,1030,854,1321,2901,1369,3277,1577,804,911,963,1324,1529,881,837,3331,1333,1401,3428,1289
366,Gm23722,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Gm51620,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Gm5100,1.291,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
369,Creg2,5.799,10,12,18,13,6,1,16,4,3,1,2,5,3,5,0,10,1,4,9,3
370,D930019O06Rik,5.857,3,1,26,1,6,0,4,1,0,0,2,0,0,0,1,1,1,3,1,0
371,Rfx8,2.498,2,5,3,4,5,8,9,4,5,6,1,5,6,5,5,19,0,1,15,5
372,Gm3646,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,1700066B17Rik,0.531,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,Gm35600,0.836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Map4k4,6.334,5047,4640,3965,5195,10525,7054,14559,6606,5265,7924,7057,7589,8797,7621,6541,18054,8149,6535,17823,6509
376,Gm16894,0.858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1
377,Il1r2,2.688,1,6,4,8,2,3,5,3,0,3,1,0,3,1,0,3,5,0,5,3
378,Gm35741,0.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Il1r1,6.138,4,8,8,7,10,5,7,2,2,2,12,6,8,9,5,22,7,2,7,3
380,Il1rl2,5.016,23,22,12,21,15,3,31,14,2,2,4,1,3,3,1,5,8,6,6,2
381,Il1rl1,7.267,2,0,0,1,4,0,0,1,0,0,0,2,3,1,7,0,1,0,6,0
382,Il18r1,5.096,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Il18rap,4.973,0,0,0,0,2,3,1,0,0,0,8,7,5,7,4,1,0,0,1,0
384,Gm35801,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Slc9a4,4.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Gm37435,0.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,Slc9a2,3.493,2,3,7,2,4,3,12,5,0,1,1,0,0,2,0,6,4,1,7,2
388,Gm37915,1.817,0,0,0,1,3,0,7,0,1,0,0,1,2,0,0,6,0,1,3,0
389,Mfsd9,3.152,70,68,36,88,152,125,257,118,70,73,63,78,96,82,66,343,98,72,236,96
390,Tmem182,2.938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
391,4930448I06Rik,0.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Gm53551,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Gm39631,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Gm35935,0.713,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Gm29260,7.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Gm28175,32.061,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Gm46088,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Gm36678,0.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Gm37047,6.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Gm46089,1.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Gm36822,0.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Pantr1,0.546,2,0,1,0,3,0,9,0,2,1,0,2,2,4,1,10,0,1,6,3
403,Gm20646,1.658,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0
404,Pou3f3,4.443,15,12,8,25,19,12,52,22,12,8,6,6,8,8,17,34,5,7,25,8
405,2900092D14Rik,2.841,1,2,1,0,1,0,4,3,1,1,0,2,0,1,1,5,0,0,2,0
406,Pantr2,0.463,0,0,0,1,0,0,2,1,0,0,0,0,2,1,1,1,0,0,1,0
407,Dalir,2.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Gm53552,4.381,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
409,Mrps9,3.465,1158,1370,1057,1408,2841,1335,3428,1461,802,1272,803,932,1327,1043,885,3569,1301,1291,3067,1096
410,Gm23126,0.134,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Gm39633,1.297,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0
412,Gpr45,6.691,1,1,0,3,7,4,0,2,1,4,1,1,0,0,5,4,0,0,4,4
413,Tgfbrap1,5.941,493,463,324,734,1067,654,1512,831,405,470,377,427,510,510,403,1238,615,488,1163,623
414,Gm28782,2.02,0,0,1,0,2,0,0,2,0,0,1,0,3,2,0,4,0,1,4,0
415,8430432A02Rik,1.486,2,2,2,3,4,1,6,6,3,4,1,0,2,2,1,15,2,1,13,2
416,AI597479,3.457,884,630,544,1020,2253,1108,2943,1281,754,973,574,1006,1041,712,551,3693,943,911,2826,882
417,Fhl2,1.715,57,34,26,57,251,166,173,67,120,244,177,164,213,126,174,501,59,48,205,62
418,Gm29040,3.057,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
419,Gm29610,0.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Gm57530,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Nck2,2.953,527,469,313,719,1118,689,1496,768,472,765,424,374,614,607,510,1544,435,412,1270,579
422,Gm38628,1.505,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0
423,Gm30634,1.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Ecrg4,0.888,11,11,9,10,8,5,14,5,1,2,11,3,6,4,4,5,2,1,3,0
425,Uxs1,4.877,429,513,429,498,1292,652,1416,591,449,784,493,744,800,526,455,2035,533,589,1450,496
426,Gm19587,1.74,19,20,9,20,56,20,56,26,11,23,12,11,17,11,8,58,9,16,55,13
427,Gm26352,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Tpp2,4.726,3437,2891,2927,4083,9828,4243,10718,4900,2040,2862,2706,3543,3817,2524,2306,10199,3783,3546,9345,3058
429,Mettl21c,1.551,0,0,0,0,7,1,0,2,1,0,4,0,3,0,1,11,1,0,3,1
430,Ccdc168,20.037,0,4,3,2,14,2,19,0,1,1,2,2,3,0,0,13,4,3,18,6
431,Tex30,1.458,681,717,476,814,1663,597,2058,905,316,652,405,732,731,418,373,1775,716,689,1560,439
432,Poglut2,5.928,913,914,741,1036,3356,1556,3196,1150,872,1533,1371,1582,1730,1382,1044,4246,1197,1099,3021,975
433,Bivm,4.339,679,708,446,809,1869,915,2325,1055,621,779,610,850,861,635,557,2780,753,665,2178,711
434,Ercc5,6.885,889,735,1070,897,2172,1113,2675,978,747,1139,1197,1203,1284,1230,1057,3645,1003,955,2572,754
435,Mettl21e,3.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Gm28893,1.217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Gm39635,0.547,0,0,0,0,2,0,1,1,0,0,1,1,2,0,2,3,0,0,1,0
438,Gulp1,3.372,255,155,78,308,684,373,1035,508,319,324,134,345,387,276,168,1643,288,294,1247,352
439,4930521E06Rik,0.906,1,0,1,1,6,0,3,0,3,1,0,0,0,0,2,5,0,3,9,1
440,Gm3489,0.594,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Gm19480,0.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Gm3496,0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Col3a1,5.564,35,12,10,17,14,14,34,12,21,56,31,47,23,48,36,56,11,8,15,7
444,Col5a2,6.615,100,163,226,121,148,103,148,84,114,470,539,739,795,1190,329,450,178,138,63,32
445,Gm39637,6.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Gm23216,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Gm51621,1.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Gm23974,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Wdr75,3.123,3695,4385,4042,4360,9656,3608,11370,4765,1352,2492,2832,3090,3238,2448,2048,6819,3837,3743,8119,2402
450,Gm30900,0.667,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,2,2,1,1,0
451,Slc40a1,3.487,706,685,640,857,2154,615,1947,819,108,120,180,167,227,146,202,616,768,693,1148,447
452,Stk-ps2,3.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
453,Dnah7b,17.185,21,12,10,30,60,27,80,27,16,27,12,16,20,21,8,118,25,15,98,27
454,Gm31046,1.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,n-R5s211,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Dnah7c,13.009,11,18,8,29,48,27,34,4,9,17,13,19,26,8,14,53,23,13,41,18
457,Slc39a10,15.974,4268,3629,2934,5240,13327,5047,14919,6263,2784,3699,3147,4826,4934,3557,2568,14738,5534,5234,13539,4122
458,Gm39638,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Gm39639,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Mir6350,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Gm23240,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,C230029F24Rik,0.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Gm3605,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Gm39640,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Gm20118,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Gm28321,2.458,10,1,4,6,10,5,21,10,3,5,6,2,2,1,3,16,6,1,12,5
467,Tmeff2,5.779,21,10,10,33,17,13,47,15,21,22,10,5,10,10,10,36,8,5,34,8
468,9330175M20Rik,2.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Cavin2,3.055,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,2,0,0,0,0
470,Nabp1,7.434,973,810,533,1076,1615,657,2204,922,242,454,244,424,471,264,192,1329,813,599,1476,454
471,Gm17767,1.47,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0
472,Gm31636,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Myo1b,6.68,1350,1338,1048,1676,4468,2635,4197,1856,1536,2340,1965,2679,2609,1882,1739,6998,1612,1473,5286,1758
474,Gm33795,4.06,0,1,0,0,3,0,1,0,0,0,2,1,0,1,0,4,0,0,3,0
475,Gm8419,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Stat4,3.208,93,110,180,110,172,87,170,66,14,17,42,72,60,51,44,103,71,50,68,26
477,Gm31812,1.645,6,4,4,0,10,5,11,5,4,3,2,3,8,4,1,24,0,2,8,3
478,Stat1,5.783,204,179,182,247,313,175,476,204,160,204,204,234,215,253,141,559,220,178,364,152
479,Gls,12.264,2499,1595,1048,2886,7481,2467,8909,3416,1132,1313,1094,1862,2091,1227,892,7571,2155,2194,7255,1803
480,Gm31867,0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Gm31955,1.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Gm23460,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Nab1,5.9,365,359,191,385,942,569,1322,747,268,438,306,388,432,436,347,973,525,519,1349,502
484,Gm53065,0.706,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
485,Gm28178,2.944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Gm5527,0.938,4,3,0,3,5,3,6,3,0,2,2,1,2,2,1,5,0,1,2,4
487,Nemp2,3.408,348,285,215,518,1009,492,1475,565,269,357,228,337,397,330,277,1694,399,371,1270,360
488,Mfsd6,6.433,169,177,103,200,145,50,477,199,20,17,33,37,33,49,29,71,158,117,221,77
489,Inpp1,11.524,181,168,119,224,383,188,554,248,108,110,111,151,156,156,96,459,186,179,393,133
490,Hibch,1.838,347,455,304,456,1132,470,1138,566,259,365,243,357,394,312,264,1172,384,375,958,336
491,1700019D03Rik,4.304,718,463,803,928,746,204,2249,828,29,26,54,49,46,95,40,136,364,276,966,300
492,Mstn,2.705,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
493,Gm24349,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,1700019A02Rik,1.07,6,3,14,4,12,5,10,2,2,0,5,8,5,1,1,16,8,11,22,2
